,Submission ID,taste,Gender,most_expensive_purchase_cat,num_cups_daily,coffee_location,fav_drink,age,is_espresso,pref_roast,whole_milk,skim_milk,half_and_half,creamer,flav_creamer,oat_milk,almond_milk,soy_milk,other_dairy,sugar,art_sweet,honey,maple_syrup,stevia,agave_nectar,brown_sugar,raw_sugar,ethnicity,employment_status
933,KMPpk8,Chocolatey,Male,0,0,At a cafe,Cortado,18-24 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
934,rl0DJN,Fruity,Male,0,0,"At home, At a cafe",Cortado,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
935,6d1DWJ,Full Bodied,Male,0,0,At a cafe,Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed part-time
936,bl25aZ,Fruity,Male,1,2,"At a cafe, At home",Pourover,25-34 years old,False,Nordic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
937,9d6NaY,Bold,Female,0,3,"At home, At the office, At a cafe",Cortado,55-64 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
938,J2V17r,Sweet,,,4,"At home, At the office, At a cafe",Cortado,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
939,g5QbEJ,Full Bodied,Female,0,2,"At a cafe, At home",Regular drip coffee,35-44 years old,False,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
940,RzZWAQ,Juicy,Male,1,1,"At home, At a cafe",Espresso,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
941,kY0bMr,Sweet,Male,1,2,"At a cafe, At home",Regular drip coffee,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
942,0EbV9P,Fruity,Male,0,2,"At home, At the office, At a cafe, On the go",Cappuccino,55-64 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
943,MArXNp,Floral,,,2,"At home, At the office, On the go, At a cafe",Other,35-44 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
944,bl2ZB1,Caramalized,Female,1,3,"On the go, At home",Americano,45-54 years old,True,Medium,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Retired
945,aBj94v,Juicy,Male,0,2,"At home, On the go",Regular drip coffee,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
946,oA0E9P,Chocolatey,Female,0,2,"At home, At a cafe",Pourover,45-54 years old,False,Dark,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
947,XeRLLg,Full Bodied,Male,0,2,"At home, At a cafe",Cortado,18-24 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
948,EPBK7o,Fruity,,,2,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
949,YZoPDW,Bright,Male,1,0,"At a cafe, At the office, At home",Cortado,18-24 years old,True,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
950,lN0BYo,Fruity,Male,1,2,"At home, On the go, At a cafe",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,
951,dYZEVo,Chocolatey,Female,0,0,"On the go, At a cafe, At home",Latte,<18 years old,True,Dark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
952,EPBKpL,Fruity,,,2,"At home, At a cafe, At the office",Cappuccino,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
953,oA0D9b,Fruity,Male,0,2,"At home, At a cafe, At the office",Espresso,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
954,7dJbL0,Chocolatey,Female,1,1,"At the office, At home, At a cafe",Mocha,25-34 years old,True,Dark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
955,VZ9j8J,Sweet,Male,1,1,"At home, At a cafe",Mocha,35-44 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
956,24bBlb,Caramalized,,,1,"At home, On the go, At the office",Pourover,35-44 years old,False,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
957,6d1epo,Fruity,Male,1,2,"At the office, At a cafe, On the go, At home",Latte,35-44 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
958,bl29y1,Chocolatey,Female,1,1,"At the office, At home, At a cafe",Mocha,35-44 years old,True,Medium,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
959,lN0BDN,Fruity,Other,1,1,"At home, At a cafe",Cortado,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Employed full-time
960,24bXyj,Sweet,Male,1,1,"At home, At the office, On the go",Cortado,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
961,kY09M6,Fruity,Male,1,3,"At home, On the go, At the office",Espresso,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
962,XeRJxV,Bright,Male,1,3,"At home, At a cafe, On the go, At the office",Regular drip coffee,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
963,vN0eAl,Fruity,Male,1,3,"At the office, At a cafe, At home",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
964,RzZM8d,Fruity,Male,1,1,"At a cafe, At home",Cortado,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
965,8dJa6x,Chocolatey,Male,0,2,"At home, At a cafe",Cortado,25-34 years old,True,Medium,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
966,DVXkPX,Floral,Male,1,4,"At home, At the office, On the go, At a cafe",Cappuccino,25-34 years old,True,Medium,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
967,jB06VJ,Nutty,Male,0,2,"At a cafe, At home, At the office",Pourover,25-34 years old,False,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
968,oA0RGM,Full Bodied,,,2,"At home, At the office, On the go, At a cafe",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
969,42178d,Fruity,,,1,"At home, At a cafe, At the office",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
970,bl2j0g,Chocolatey,Female,0,0,"At home, On the go",Blended drink (e.g. Frappuccino),18-24 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Unemployed
971,PA29Rb,Bright,Female,0,0,"At home, On the go, At a cafe",Latte,<18 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
972,MAra58,Chocolatey,Female,0,2,"At home, On the go, At a cafe",Cappuccino,25-34 years old,True,Medium,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
973,jB0ovx,Chocolatey,Female,0,3,"At home, At the office, On the go",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,White/Caucasian,Employed full-time
974,dYZ08o,Nutty,Female,0,0,At a cafe,Latte,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
975,6d1KqA,Fruity,Male,1,2,"At the office, At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
976,5dl90b,Floral,Male,0,2,"At home, At a cafe, On the go",Americano,25-34 years old,True,Light,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
977,OAjXOY,Full Bodied,Male,1,2,"At a cafe, On the go, At home",Latte,18-24 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
978,OAj7zK,Caramalized,,,2,"At home, On the go",Latte,45-54 years old,True,Medium,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
979,8dJZN5,Chocolatey,Female,0,5,"At home, On the go, At the office",Cappuccino,55-64 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
980,EPBxxN,Bold,Male,0,2,"At home, On the go",Regular drip coffee,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Student
981,6d1Zx5,Bright,Female,0,2,"At home, On the go, At the office",Pourover,45-54 years old,False,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
982,WAeRVL,Full Bodied,Male,0,3,"At home, At the office, At a cafe",Espresso,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
983,eBNRqx,Full Bodied,Male,0,2,"At a cafe, At the office",Regular drip coffee,25-34 years old,False,Light,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
984,421r7Y,Fruity,Male,1,3,"At home, At a cafe",Pourover,25-34 years old,False,Light,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
985,YZoajN,Chocolatey,Male,1,0,"At a cafe, At home",Cappuccino,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
986,LdEPgv,Caramalized,Female,0,0,"At home, On the go, At a cafe",Cappuccino,35-44 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,White/Caucasian,Employed full-time
987,421x2Y,Fruity,Male,0,1,"On the go, At home",Americano,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Employed full-time
988,bl2xOZ,Fruity,Male,1,0,"At home, At a cafe",Regular drip coffee,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
989,VZ9Jzy,Bright,Male,0,2,"At home, At a cafe",Cold brew,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
990,Al6Lvy,Chocolatey,Male,0,1,"At home, At the office, On the go",Mocha,35-44 years old,True,Medium,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Employed full-time
991,aBjYvE,Floral,Male,1,2,"At home, On the go",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
992,EPBQjN,Caramalized,Male,0,2,"At the office, On the go",Other,25-34 years old,False,Light,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
993,PA26z0,Fruity,Male,0,3,"At the office, At home, At a cafe",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
994,PA2690,Full Bodied,Female,0,1,"At the office, At a cafe, At home",Regular drip coffee,25-34 years old,False,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Student
995,OAjzjg,Caramalized,Male,0,2,"At home, At a cafe, At the office",Cold brew,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed full-time
996,dYZ62d,Bright,Male,1,4,"At home, At a cafe",Americano,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
997,KMP6W8,Full Bodied,Male,0,1,"At home, At the office, On the go, At a cafe",Espresso,35-44 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
998,KMPl5D,Bold,Male,0,2,"On the go, At the office, At home",Cappuccino,55-64 years old,True,Dark,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Asian/Pacific Islander,Employed full-time
999,Al6dOW,Chocolatey,Female,1,2,"At home, At a cafe",Cappuccino,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1000,VZ90e6,Sweet,,,0,On the go,Blended drink (e.g. Frappuccino),18-24 years old,False,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1001,zK0qR8,Caramalized,Female,1,2,"At home, On the go",Americano,55-64 years old,True,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Homemaker
1002,RzZzMJ,Full Bodied,Male,0,0,"At home, At a cafe",Americano,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,White/Caucasian,Employed full-time
1003,bl2lkE,Sweet,Female,1,1,"At the office, At home, At a cafe",Latte,25-34 years old,True,Light,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Hispanic/Latino,Employed full-time
1004,QAxAqg,Fruity,Male,1,2,"At home, At a cafe, At the office",Latte,35-44 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1005,RzZ4x4,Chocolatey,Male,1,0,"At home, At the office, At a cafe",Cappuccino,18-24 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Student
1006,24brbV,Fruity,Male,0,3,"At home, On the go",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1007,yl0D7W,Bold,Female,0,1,"At home, On the go",Latte,25-34 years old,True,Dark,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1008,xd0Z4G,Fruity,Male,1,2,"At the office, On the go, At a cafe, At home",Cappuccino,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1009,PA2E9V,Fruity,Non-binary,1,1,"At home, At a cafe, At the office, On the go",Americano,25-34 years old,True,Light,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1010,lN0LKk,Full Bodied,Male,0,2,"On the go, At the office, At a cafe, At home",Americano,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Unemployed
1011,rl0L9M,Fruity,,,0,"At a cafe, At the office",Latte,25-34 years old,True,Light,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1012,RzZYXK,Fruity,Male,1,2,"At home, At the office, At a cafe",Cappuccino,35-44 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1013,oA0dW5,Bold,Male,0,0,"At home, At a cafe",Espresso,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
1014,dYZDzr,Sweet,,,0,At a cafe,Iced coffee,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
1015,rl0dJp,Sweet,Female,1,2,"At home, At the office, On the go",Cappuccino,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1016,QAxB11,Fruity,Male,1,4,"At home, At a cafe, On the go",Cappuccino,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1017,7dJ9VA,Full Bodied,Male,0,2,"At home, At a cafe, At the office",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Employed full-time
1018,8dJJGz,Fruity,Female,1,2,"On the go, At home",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1019,zK00O8,Bold,Male,1,2,"At home, On the go",Iced coffee,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1020,rl0J0M,Full Bodied,,,3,"At the office, At home, At a cafe",Espresso,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1021,RzZjd9,Bright,,,2,"At home, On the go",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1022,0EbG0A,Fruity,Male,1,2,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1023,VZ9yLy,Nutty,Male,0,4,"At home, At a cafe",Pourover,35-44 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1024,OAj9JK,Chocolatey,Male,0,1,"On the go, At home, At the office",Espresso,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1025,VZ9APy,Fruity,Male,1,3,"At home, On the go",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1026,0EbyNZ,Juicy,Non-binary,1,1,"At a cafe, At home",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1027,EPBrrA,Chocolatey,Female,1,1,"At home, On the go",Americano,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1028,WAeXWR,Fruity,Male,0,2,"At home, At the office, At a cafe",Cappuccino,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1029,YZoXgd,Fruity,Male,0,1,"At a cafe, At home",Regular drip coffee,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
1030,xd07Jo,Caramalized,Non-binary,1,3,"At home, On the go",Cappuccino,35-44 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
1031,XeRdOY,Full Bodied,Female,0,2,"At a cafe, At home, At the office, On the go",Regular drip coffee,35-44 years old,False,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1032,GroVAj,Sweet,Male,1,3,"At home, At a cafe",Pourover,45-54 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1033,BGLoze,Sweet,Male,1,2,"At home, At the office, At a cafe",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
1034,bl2RdL,Full Bodied,Male,1,1,"On the go, At the office, At home, At a cafe",Cold brew,18-24 years old,False,Medium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Hispanic/Latino,Employed full-time
1035,EPBVKl,Full Bodied,Male,1,2,"At a cafe, At the office, At home",Pourover,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
